38.941960,-92.684750
39.068140,-92.946070
39.186270,-94.193590
39.086830,-94.419420
39.008310,-94.466870
38.925354,-94.568639
38.788531,-94.991618
38.780561,-95.557203
38.665916,-96.493941
38.372787,-97.303086
38.34501,-98.201727
38.365832,-98.401643
38.34863,-98.766032
38.265291,-98.980929
38.188527,-99.087184
37.752798,-100.017079
37.576617,-101.355375
37.004007,-101.888395
36.736418,-102.512726
36.712246,-103.060209
36.361145,-104.595267              
35.907481,-105.013186
35.820597,-104.997503
35.593625,-105.224615  
35.548633,-105.685455
35.682273,-105.929828
